SMILES,frequency,ndummys
Cc1nn([*:2])cc1[*:1],28,2
CC/C=C(/C)C(=O)[*:1],28,1
CN1CC[NH+]([*:1])CC1,28,1
C1CSCC[NH+]([*:1])C1,28,1
CC[C@H]([NH3+])C[*:1],28,1
Cc1cccn2c([*:1])cnc12,28,1
Nc1ncnc([*:1])c1[*:2],28,2
Fc1ccc2nc([*:1])nn2c1,28,1
Nc1nc([*:1])ncc1[*:2],28,2
Cc1c([*:1])c2ccccc2n1C,28,1
CS(=O)(=O)CCC(=O)[*:1],28,1
O[C@@H]1CCC[C@H]1[*:1],28,1
C1Cc2[nH]nc([*:1])c2C1,28,1
O=C([O-])CCCC(=O)[*:1],28,1
O=S(=O)(C=C[*:1])[*:2],28,2
Cc1[nH]nc([*:1])c1[*:2],28,2
Fc1ccc2[nH]cc([*:1])c2c1,28,1
Oc1ccc2c(c1)CN([*:1])CC2,28,1
C[C@@H](CO)[C@H](C)[*:1],28,1
Cn1c([*:1])nc2ccc(Cl)cc21,28,1
O=c1[nH]c([*:1])nc2ccsc12,28,1
CC(C)(C)C(=O)NNC(=O)[*:1],28,1
CN1C(=O)COc2ccc([*:1])cc21,28,1
C[C@H](CCl)CS(=O)(=O)[*:1],28,1
O=C1NC(=O)c2cc([*:1])ccc21,28,1
C[C@@H](CC[*:2])C(=O)[*:1],28,2
C[C@H]([C@H](O)[*:1])[*:2],28,2
C[C@@H]1CCN([*:1])[C@H](C)C1,28,1
O=C1N[C@H]([*:1])C(=O)N1[*:2],28,2
C[C@H]1[C@H]([*:1])CCC[C@@H]1C,28,1
O=c1c([*:1])c([*:2])nc2ccccn12,28,2
C1=CC[C@H]([*:2])[C@H]([*:1])C1,28,2
CC1(C)[C@@H]([*:1])[C@@H]1[*:2],28,2
CC(C)C[C@@H](C[NH3+])C(=O)[*:1],28,1
CC1=C([*:1])[C@H]([*:2])NC(=S)N1,28,2
c1c([*:3])nc2c(cnn2[*:1])c1[*:2],28,3
C[C@H]1CN([*:1])C[C@@H]([*:2])O1,28,2
CC[C@H](C)[C@@H](C(=O)[*:2])[*:1],28,2
CC1(C)[C@@H]([*:2])C[C@@]1(C)[*:1],28,2
Cn1c(=O)[nH]c(=O)c2c1nc([*:2])n2[*:1],28,2
O=C1NC([*:2])=C([*:1])[C@@H]([*:3])N1,28,3
C1=C[C@H]2C[C@@H]1[C@@H]([*:1])[C@@H]2[*:2],28,2
CONC(=O)[*:1],27,1
Clc1snnc1[*:1],27,1
O=C1SCCN1[*:1],27,1
O=C(CCCCO)[*:1],27,1
C1=C([*:1])CCC1,27,1
Nc1ncc([*:1])s1,27,1
Cc1cc([*:1])ncn1,27,1
Cc1nc([*:1])cn1C,27,1
O=C(C[*:1])C[*:2],27,2
Nc1cc([*:1])ccc1Cl,27,1
C1CS[C@H]([*:1])C1,27,1
O=C1CCC([*:1])=NN1,27,1
C[S@@+]([O-])C[*:1],27,1
c1c([*:1])sc2c1CCC2,27,1
Cc1cc([*:1])nc(C)n1,27,1
c1ccc2c(c1)cnn2[*:1],27,1
c1nn2c(c1[*:1])NCCC2,27,1
Cc1ccc(=O)n([*:1])n1,27,1
O[C@@H]1CCN([*:1])C1,27,1
c1cc([*:1])c2nonc2c1,27,1
c1cc2c(cc1[*:1])CCCO2,27,1
O=c1onc([*:2])n1[*:1],27,2
Nc1ccc([*:2])cc1[*:1],27,2
Cc1cc([*:1])cnc1[*:2],27,2
c1c([*:1])sc2c1CCCCC2,27,1
Cc1ccc2c([*:1])coc2c1,27,1
O=C1CC[C@@H]([*:1])CN1,27,1
C[C@@H]1CCC[C@H]1[*:1],27,1
Clc1cccc2sc([*:1])nc12,27,1
CC(C)[C@](C)(C#N)[*:1],27,1
CC[C@@](C)([*:1])[*:2],27,2
Brc1ccc([*:1])c2ccccc12,27,1
O=C(CC[*:2])NNC(=O)[*:1],27,2
Cc1ccc(C)c2sc([*:1])nc12,27,1
CC[C@H](C)[C@@H](C)[*:1],27,1
c1sc2nc([*:2])cn2c1[*:1],27,2
Cn1c([*:1])nc2ccccc2c1=O,27,1
Oc1c(Cl)cc([*:2])cc1[*:1],27,2
Clc1ccc2[nH]c([*:1])nc2c1,27,1
Cc1nc2n(n1)CCC[C@H]2[*:1],27,1
C[C@@](C[*:1])([*:2])[*:3],27,3
O=C1NC[C@H]2CN([*:1])CCN12,27,1
O=C1O[C@@H]([*:1])c2ccccc21,27,1
C[C@H]([C@@H](O)[*:1])[*:2],27,2
c1nc([*:1])c2c([*:2])csc2n1,27,2
c1ccn2c([*:1])c([*:2])nc2c1,27,2
C1CSC[C@@H]([*:2])N([*:1])C1,27,2
c1cc2[nH]c([*:1])nc2cc1[*:2],27,2
C[C@@H]1CN([*:1])C[C@H](C)S1,27,1
C[C@H]1C[C@@H]([*:1])C(=O)O1,27,1
C1=C([*:2])COc2ccc([*:1])cc21,27,2
C1C[C@@H]2CCCN([*:1])[C@H]2C1,27,1
C[C@@H]1Sc2ccc([*:1])cc2NC1=O,27,1
C[C@H](C(=O)NNC(=O)[*:1])[*:2],27,2
[NH3+][C@H]1C=C[C@@H]([*:1])C1,27,1
[NH3+]C[C@@H](CC(=O)[*:1])[*:2],27,2
O=C1N=C([*:1])N=C2SCC([*:2])=C12,27,2
O=C1[C@H]2CC=CC[C@H]2C(=O)N1[*:1],27,1
C[C@@H]1C[C@H]([NH3+])CN([*:1])C1,27,1
c1ccc2c(c1)O[C@@H]([*:2])CN2[*:1],27,2
C[C@H]1[C@@H]([*:3])C([*:1])([*:2])[C@@H]1[*:4],27,4
ClCCC[*:1],26,1
N#CCCCC[*:1],26,1
Cn1nncc1[*:1],26,1
N/C(=N/O)[*:1],26,1
Cc1noc([*:1])c1C,26,1
C(=NO[*:2])[*:1],26,2
O=C(S[*:1])[*:2],26,2
CC[C@H](CCO)[*:1],26,1
Cc1ncc([*:1])c(C)n1,26,1
CC(C)CC(C)(C)C[*:1],26,1
Cc1nn(C)c([*:1])c1Cl,26,1
O=C1N[C@H]([*:1])CS1,26,1
Cc1nc([*:1])nn1[*:2],26,2
c1cnc2sc([*:1])nc2c1,26,1
Nc1ccc([*:1])nc1[*:2],26,2
c1cnc2nc([*:1])ccc2n1,26,1
O=S(=O)(C(F)(F)F)[*:1],26,1
Brc1cc2c(cc1[*:1])OCO2,26,1
Clc1ccc2oc([*:1])cc2c1,26,1
C[C@@H]1CCC[C@@H]1[*:1],26,1
CC(C)(C)C[C@H](CO)[*:1],26,1
c1c[n+]([*:2])ccc1[*:1],26,2
Clc1cc2c(cc1[*:1])OCCCO2,26,1
S=C(N[*:3])N([*:1])[*:2],26,3
CN(S(=O)(=O)N[*:2])[*:1],26,2
C[C@H](C[C@H](C)O)C[*:1],26,1
CC1(C)C[C@@H]([*:1])CCO1,26,1
c1ccc2c(c1)C[C@@H]2[*:1],26,1
CN1C(=O)Cc2cc([*:1])ccc21,26,1
c1ccc2c(c1)CCO[C@H]2[*:1],26,1
Cc1c([*:1])oc2c1C(=O)CCC2,26,1
Cc1sc2ncn([*:1])c(=O)c2c1C,26,1
[NH3+][C@@H](C[*:1])C[*:2],26,2
Nc1ccc2c(c1)CC[C@@H]2[*:1],26,1
c1[nH]c([*:1])[nH+]c1[*:2],26,2
C[C@H]([C@H](O)[*:2])[*:1],26,2
C[C@@H]1CCc2sc([*:1])cc2C1,26,1
C[C@@H]1COC[C@H](C)N1[*:1],26,1
C1COC2(CC[NH+]([*:1])CC2)O1,26,1
C[C@H]1CC[C@H](C)N([*:1])C1,26,1
CC1([*:1])CC[NH+]([*:2])CC1,26,2
O=C1COc2cc([*:1])c(Cl)cc2N1,26,1
c1c([*:2])cc([*:1])c2c1OCO2,26,2
C1C[C@@H]([*:2])CCN([*:1])C1,26,2
C[C@H]1[C@H]([*:1])CCN1[*:2],26,2
c1ccc2c([*:1])c([*:2])ccc2c1,26,2
Cc1c([*:1])sc2ncnc([*:2])c12,26,2
S=c1n([*:3])nc([*:2])n1[*:1],26,3
CC1(C)C[C@H]([*:1])C(C)(C)O1,26,1
C[C@H]1CN([*:1])[C@@H](C)CO1,26,1
O=C1COc2ccc([*:2])cc2N1[*:1],26,2
O=c1c([*:1])cn([*:2])cc1[*:3],26,3
Clc1cc([*:1])cc([*:3])c1[*:2],26,3
C[C@@H]1CC[C@@H](C)N([*:1])C1,26,1
O=c1c2ccccc2n([*:1])c2ccccc12,26,1
c1cc2c(cc1[*:2])CN([*:1])CCO2,26,2
C[C@H]1C[NH+]([*:1])C[C@@H]1C,26,1
CC1=C([*:1])[C@@H](C)N=C1[*:2],26,2
O=c1c2sccc2n([*:2])c(=O)n1[*:1],26,2
Cn1c(=O)c2ccccc2n2c([*:1])nnc12,26,1
C[C@@H]1Cc2cc([*:1])ccc2N1[*:2],26,2
C1=CC[C@@H]([*:2])[C@H]([*:1])C1,26,2
O=C1[C@H]2CCCC[C@H]2C(=O)N1[*:1],26,1
O=C1c2ccccc2N[C@@H]([*:2])N1[*:1],26,2
CC1=C([*:1])[C@@H]([*:2])NC(=S)N1,26,2
C1C[C@]([*:2])([*:3])C[C@H]1[*:1],26,3
c1[nH]c2c([nH+]1)C[C@@H]([*:1])NC2,26,1
C[C@H](C(=O)[*:1])[S@@+]([O-])C[*:2],26,2
C[C@@H](C(=O)[*:1])[S@@+]([O-])C[*:2],26,2
OCC(CO)[*:1],25,1
NNC(=O)C[*:1],25,1
C=C(Br)C[*:1],25,1
CC(C)(O)[*:1],25,1
C1CN([*:1])CCN1,25,1
c1n[nH]nc1[*:1],25,1
C1=C([*:1])OCCO1,25,1
CS(=O)(=O)O[*:1],25,1
C/C=C/C(=O)[*:1],25,1
C#CC[C@H](C)[*:1],25,1
Cn1cc(Br)cc1[*:1],25,1
C=CCC[C@H](C)[*:1],25,1
Cc1nc([*:1])ccc1Br,25,1
CC(C)(F)C(=O)[*:1],25,1
Cc1oc(C)c([*:1])c1C,25,1
O=S1(=O)CCCCN1[*:1],25,1
O=C1OCC[C@@H]1[*:1],25,1
N/C(=N\O[*:1])[*:2],25,2
Nc1cc(N)nc([*:1])n1,25,1
CC(C)(C[*:1])C(=O)NN,25,1
O=C1CN([*:1])C(=O)N1,25,1
C1CCc2c([*:1])noc2C1,25,1
O=c1ccc([*:1])n[nH]1,25,1
Cl[C@@H]([*:1])[*:2],25,2
c1cnc2nc([*:1])oc2c1,25,1
CC1(C)CN([*:1])C1(C)C,25,1
Cc1noc2ncc([*:1])cc12,25,1
Clc1ncc(Cl)c([*:1])n1,25,1
Nc1nc([*:1])ccc1[*:2],25,2
C(N([*:2])[*:3])[*:1],25,3
[O-][S@+](C[*:2])[*:1],25,2
Clc1ccc2sc([*:1])nc2c1,25,1
Nc1nc([*:1])nc2ccccc12,25,1
O=c1cc([*:2])occ1[*:1],25,2
C[C@H]1SCCC[C@H]1[*:1],25,1
C[C@@H]1CCC[NH+]1[*:1],25,1
O=c1c([*:1])cnc2ccccn12,25,1
O=C1CCC([*:2])=NN1[*:1],25,2
[O-]c1cn([*:1])nc1[*:2],25,2
O=C1NC(=O)[C@H]([*:1])N1,25,1
O=C(C[*:1])NNC(=S)N[*:2],25,2
Cc1nn(C)c(=O)c([*:1])c1C,25,1
C[C@@H](CC(=O)[O-])[*:1],25,1
Fc1c([*:1])ccc([*:2])c1F,25,2
O[C@H]1CCC[C@H]([*:1])C1,25,1
Cc1cc(C)n2c([*:1])cnc2n1,25,1
CC1(C)CSC[C@@H]([*:1])C1,25,1
C1C([*:1])=NO[C@H]1[*:2],25,2
c1cc[n+]([*:2])c([*:1])c1,25,2
Cc1cc2c(=O)n([*:1])cnc2s1,25,1
Clc1ccc2c([*:1])c[nH]c2c1,25,1
c1ccc2c(c1)SCC[C@H]2[*:1],25,1
c1cc2c([*:2])coc2cc1[*:1],25,2
O[C@]1([*:2])CCN([*:1])C1,25,2
n1c([*:2])nn([*:3])c1[*:1],25,3
C[C@]1([*:1])CCCN([*:2])C1,25,2
Cc1nc2cc([*:1])ccc2n1[*:2],25,2
c1c([*:2])sc([*:1])c1[*:3],25,3
C[C@@H]1CCC[C@H](C)C1[*:1],25,1
[NH3+][C@H](C(=O)[O-])[*:1],25,1
O=c1c2sccc2nc([*:1])n1[*:2],25,2
c1nc2nc([*:2])cc([*:1])n2n1,25,2
CC1=NN([*:2])C(=O)C1=C[*:1],25,2
CN1CCN([*:1])[C@@H]([*:2])C1,25,2
c1cc2c(cc1[*:2])N([*:1])CCC2,25,2
Oc1c([*:2])cc([*:1])cc1[*:3],25,3
O=c1c2ccccc2[nH]c(=S)n1[*:1],25,1
C1=c2ccccc2=[NH+][C@H]1[*:1],25,1
c1ccc2c([*:2])nc([*:1])nc2c1,25,2
O=C([O-])[C@@H](C[*:1])[*:2],25,2
[NH3+][C@H]1C=C[C@H]([*:1])C1,25,1
CC(C)C[C@@H](C[*:1])C(=O)[O-],25,1
O=C1/C(=C\[*:1])SC(=S)N1[*:2],25,2
CC1(C)[C@H]([*:1])[C@H]1[*:2],25,2
C[C@@H]1CS(=O)(=O)N([*:1])C1=O,25,1
C1CO[C@@H]([*:2])[C@H]([*:1])C1,25,2
c1ccc2c(c1)C[C@H]([*:2])N2[*:1],25,2
CC1(C)CC[C@H]([*:2])[C@H]1[*:1],25,2
Cc1c([*:1])sc2ncn([*:2])c(=O)c12,25,2
c1ccc2c(c1)CCN([*:1])[C@H]2[*:2],25,2
C1C[C@@H]2CN([*:2])C[C@@H]1C[NH+]2[*:1],25,2
C1CC[C@@H]2[NH2+][C@@H]([*:1])CC[C@@H]2C1,25,1
O=S1(=O)C[C@@H]2[C@H](C1)N([*:1])CCN2[*:2],25,2
OCCCC[*:1],24,1
C/C=C/[*:1],24,1
Nc1nnnn1[*:1],24,1
C1O[C@@H]1[*:1],24,1
O=C(S[*:2])[*:1],24,2
Oc1ccc([*:1])cc1F,24,1
Cc1cc(N)ccc1[*:1],24,1
N#CC(C#N)=CN[*:1],24,1
O[C@]1([*:1])CCOC1,24,1
CC(C)(CCC#N)C[*:1],24,1
C1C([*:1])CC1[*:2],24,2
O=C(CC[*:1])NN[*:2],24,2
Cc1sc(=O)n([*:1])c1C,24,1
C1=C[C@H]([*:1])CCC1,24,1
Cc1cc(N)cc(C)c1[*:1],24,1
Nc1ccc(F)c([*:1])c1F,24,1
O=C1CC[C@H]([*:1])CN1,24,1
Clc1ncc(Br)c([*:1])n1,24,1
C(N([*:1])[*:2])[*:3],24,3
Cn1c([*:1])cc(Cl)c1Cl,24,1
C(N([*:1])[*:3])[*:2],24,3
Oc1c([*:1])ccc2ccccc12,24,1
CC(C)[C@@](C)(O)C[*:1],24,1
Cc1nc2ncnn2c(C)c1[*:1],24,1
CC[C@@H]([NH3+])C[*:1],24,1
n1nc([*:2])[nH]c1[*:1],24,2
Brc1cc([*:1])cc2c1OCO2,24,1
O=S1(=O)CCC[C@H]1[*:1],24,1
C[C@H](C[*:1])C(=O)[O-],24,1
Cc1nn(C)c2sc([*:1])cc12,24,1
Clc1ccc2ccc([*:1])nc2c1,24,1
CC(C)CC(C)(C)C(=O)[*:1],24,1
CC(C)(C)[C@H](C#N)[*:1],24,1
C[C@H]1CC[C@H]([*:1])C1,24,1
Cc1cc([*:2])c(C)cc1[*:1],24,2
Cc1cc(C)n2c([*:1])nnc2n1,24,1
C[C@H]([NH3+])C(=O)[*:1],24,1
CC1=C([*:1])[C@H](C)N=N1,24,1
FC1(F)Oc2ccc([*:1])cc2O1,24,1
Cc1cc(C)c2sc([*:1])nc2c1,24,1
NC(=O)[C@H](C[*:1])[*:2],24,2
C[C@@H]1C[NH+]=C([*:1])S1,24,1
Clc1cc2c(c([*:1])c1)OCOC2,24,1
O=C(C=C1CN([*:2])C1)[*:1],24,2
c1cc2sc([*:1])nc2cc1[*:2],24,2
Oc1c([*:1])cc(Br)cc1[*:2],24,2
O=C1CC[C@H]([*:2])CN1[*:1],24,2
[NH3+][C@H]1CCC[C@H]1[*:1],24,1
Cc1nc2c(s1)[C@H]([*:1])CCC2,24,1
C1C[NH+]2CCC1[C@H]([*:1])C2,24,1
O=C1NC(=C[*:1])C(=O)N1[*:2],24,2
C1CN([*:2])[C@@H]([*:1])CS1,24,2
C[C@@H]1COC[C@@H](C)N1[*:1],24,1
Cc1nn([*:3])c([*:1])c1[*:2],24,3
c1ccc2[nH+]c([*:1])[nH]c2c1,24,1
c1ccn2c([*:2])c([*:1])nc2c1,24,2
C[C@@H]1CCC[C@@H](C)C1[*:1],24,1
O=c1c2sccc2nc([*:2])n1[*:1],24,2
c1cnc2c(c1)nc([*:1])n2[*:2],24,2
CS(=O)(=O)C[C@H]([*:1])[*:2],24,2
Cc1noc2nc([*:2])cc([*:1])c12,24,2
C[C@H]1Sc2ccc([*:1])cc2NC1=O,24,1
Cc1cnc2c(c1)nc([*:1])n2[*:2],24,2
c1c2c(cc([*:2])c1[*:1])OCCO2,24,2
Cc1nc([*:2])nc([*:1])c1[*:3],24,3
C1=CC[C@H]2CN([*:1])C[C@H]2C1,24,1
c1ccc2c(c1)CC([*:1])([*:2])C2,24,2
c1cc2[nH]c3c(c2cc1[*:1])CCCC3,24,1
CC(C)C[C@H](C[NH3+])C(=O)[*:1],24,1
c1cc([*:1])c2[nH]cc([*:2])c2c1,24,2
C[C@@H]1[C@@H]([*:1])CCN1[*:2],24,2
C[C@H]([C@H]([*:1])[*:2])[*:3],24,3
O[C@H]1C[C@H]([*:2])N([*:1])C1,24,2
C1CO[C@H]([*:2])[C@@H]([*:1])C1,24,2
O[C@@H]1C[C@H]([*:2])N([*:1])C1,24,2
O[C@@H]1C[C@H]([*:1])N([*:2])C1,24,2
O[C@]1([*:3])CC([*:2])=NN1[*:1],24,3
O=C1NC([*:2])([*:3])C(=O)N1[*:1],24,3
CC1(C)CC[C@@H]([*:2])[C@H]1[*:1],24,2
C[C@H]1CCc2c(sc([*:2])c2[*:1])C1,24,2
c1cc2c(c([*:2])c1)C[NH+]([*:1])C2,24,2
O=C1[C@@H]2CCCC[C@H]2C(=O)N1[*:1],24,1
O=C1/C(=C/[*:2])Oc2cc([*:1])ccc21,24,2
O=C1N([*:2])CCC[C@@]12CCN([*:1])C2,24,2
C1CN([*:3])Cc2sc([*:2])c([*:1])c21,24,3
C1C[C@]([*:2])([*:3])C[C@@H]1[*:1],24,3
C1[C@@H]([*:1])[C@H]([*:3])CN1[*:2],24,3
Cn1c(=O)n(C)c2cc([*:2])c([*:1])cc21,24,2
O=C1NC([*:2])=C([*:1])[C@H]([*:3])N1,24,3
C[C@@H](C(=O)[*:1])[S@+]([O-])C[*:2],24,2
N#CN[*:1],23,1
C=C(C)[*:1],23,1
CC(=O)CC[*:1],23,1
Cn1cncc1[*:1],23,1
C[N+](C)(C)[*:1],23,1
OC1([*:1])CCCCCC1,23,1
c1cc2nncn2nc1[*:1],23,1
FC(F)C(F)(F)C[*:1],23,1
Clc1c[nH+]ccc1[*:1],23,1
C1=C[C@H]([*:1])N=N1,23,1
Cc1ccc2oc([*:1])nc2c1,23,1
O=C(CC(=O)[*:2])[*:1],23,2
O=C1N[C@@H]([*:1])CS1,23,1
Clc1ccc(Br)c([*:1])c1,23,1
Cn1ccc2ccc([*:1])cc21,23,1
O=c1ccc([O-])nn1[*:1],23,1
C1C([*:2])C[NH+]1[*:1],23,2
Cc1ccc2sc([*:1])nc2c1C,23,1
Cc1cc2cc([*:1])oc2cc1C,23,1
Brc1cn2ccnc2c([*:1])n1,23,1
CC1=C[C@@H]([*:1])N=N1,23,1
Nc1[nH]nc([*:1])c1[*:2],23,2
Fc1cc(F)c(F)c([*:1])c1F,23,1
C[C@@H]1SCCC[C@H]1[*:1],23,1
CC(C)[C@H](C[*:2])[*:1],23,2
Fc1nc(F)c(F)c([*:1])c1F,23,1
Cc1ccc([*:1])c(C)[nH+]1,23,1
Cc1cccc2[nH]cc([*:1])c12,23,1
Cc1cc(=O)n2nc([*:1])sc2n1,23,1
Cc1cccn2cc([*:1])[nH+]c12,23,1
[O-]c1nc([*:1])nc2ccccc12,23,1
C[C@@H]1CC[C@@H]([*:1])C1,23,1
O=C1CN([*:2])C(=O)CN1[*:1],23,2
O=C(NNS(=O)(=O)[*:2])[*:1],23,2
O=c1c([*:1])c[nH]c2ccccc12,23,1
C1CN([*:2])[C@H]([*:1])CS1,23,2
c1ccc2c(c1)CCO[C@@H]2[*:1],23,1
O=c1c2oc3ccccc3c2ncn1[*:1],23,1
O=C1CC2(CCCC2)C(=O)N1[*:1],23,1
Cn1nc2c(cc1=O)CN([*:1])CC2,23,1
O=c1[nH]cc([*:1])c(=O)[nH]1,23,1
C1CSC[C@H]([*:2])N([*:1])C1,23,2
C(C[*:1])[C@@H]([*:2])[*:3],23,3
O=C1C[C@H]([*:1])c2ccccc2N1,23,1
O=C([O-])C[C@H]([*:1])[*:2],23,2
c1ccc2c(c1)Oc1ccccc1C2[*:1],23,1
C[C@H]1CN(C)c2ccccc2CN1[*:1],23,1
C[C@@H]([C@@H](O)[*:1])[*:2],23,2
O=C([O-])C[C@@H]([*:1])[*:2],23,2
Nc1sc2c(c1[*:2])CCN([*:1])C2,23,2
Fc1ccc2c(c1)C[C@@H]([*:1])O2,23,1
C1=c2ccccc2=[NH+][C@@H]1[*:1],23,1
C[C@@H](C(=O)[*:1])S(C)(=O)=O,23,1
O=C1N[C@H]([*:2])C(=O)N1[*:1],23,2
O=c1cc([*:2])nc2sc([*:1])nn12,23,2
O=C(C[S@@+]([O-])C[*:1])[*:2],23,2
c1cc2c(c([*:1])c1)CCN([*:2])C2,23,2
[NH3+]C[C@H](CC(=O)[*:1])[*:2],23,2
NC1=[NH+]C[C@@H]([*:1])N1[*:2],23,2
CC1(C)CC[C@@H]([*:1])c2ccccc21,23,1
O=c1[nH]c([*:1])nc2c1cnn2[*:2],23,2
C[C@@H]([C@H]([*:1])[*:2])[*:3],23,3
C[C@H]1CN([*:1])CC[C@@H]1[NH3+],23,1
c1ccc2c3c([nH]c2c1)CCN([*:1])C3,23,1
C[C@@H](C(=O)NNC(=O)[*:1])[*:2],23,2
C[C@H]1C[NH+]2CCC[C@H]2CN1[*:1],23,1
C[C@@H](C(=O)[O-])[C@H](C)[*:1],23,1
CC1(C)CC[C@H]([*:2])[C@@H]1[*:1],23,2
c1cc2c(s1)CCN([*:2])[C@@H]2[*:1],23,2
c1cc2c(s1)CCN([*:1])[C@@H]2[*:2],23,2
O=S(=O)(/N=C(\[O-])CC[*:1])[*:2],23,2
c1ccc2c(c1)[C@H]([*:2])CCN2[*:1],23,2
c1ccc2c(c1)[C@H]([*:1])CCN2[*:2],23,2
c1c([*:2])nc2cc([*:1])nn2c1[*:3],23,3
CC1=C([*:1])[C@H]([*:2])n2ncnc2N1,23,2
C1C[C@@H]2CCC[NH+]([*:1])[C@H]2C1,23,1
Cc1ccc2c(=O)c([*:2])cn([*:1])c2n1,23,2
c1c([*:3])cc([*:4])c([*:1])c1[*:2],23,4
C1C[C@H]([*:1])C[C@@]([*:2])([*:3])C1,23,3
Cc1c([*:1])oc2c1/C(=N/NC(=O)[*:2])CCC2,23,2
C1CC[NH+]2C[C@@H]3CN([*:1])C[C@H]3[C@H]2C1,23,1
C[C@@H]1[C@@H]([*:3])C([*:1])([*:2])[C@H]1[*:4],23,4
S=C([*:1])[*:2],22,2
Fc1cc([*:1])ccn1,22,1
NS(=O)(=O)N[*:1],22,1
CC1(C)COCCN1[*:1],22,1
Cc1noc(Cl)c1[*:1],22,1
Cc1cc(I)ccc1[*:1],22,1
CC[C@H](CS)C[*:1],22,1
C[C@@H](CCO)C[*:1],22,1
Oc1ccc([*:1])cc1Br,22,1
C#CC[C@@H](C)[*:1],22,1
O=C(CC=C[*:1])[*:2],22,2
O=C1NCCC[C@@H]1[*:1],22,1
[NH3+][C@H](CO)[*:1],22,1
CC(=O)[C@@H](C)[*:1],22,1
Nc1c([*:2])cnn1[*:1],22,2
CC(C)(C)CCC(=O)[*:1],22,1
c1nnc([*:1])nc1[*:2],22,2
Nc1nnn([*:2])c1[*:1],22,2
O=C(CCCCC[*:1])[*:2],22,2
Cc1ccc(C)c([*:1])c1C,22,1
Cc1nc([*:2])ccc1[*:1],22,2
O=C(C/C=C/[*:2])[*:1],22,2
CC1(C)CCSC[C@H]1[*:1],22,1
c1cc2[nH]nnc2cc1[*:1],22,1
O=C1CCS(=O)(=O)N1[*:1],22,1
C1CN([*:1])C([*:2])=N1,22,2
C1CN([*:1])CC2(C1)OCCO2,22,1
Cc1ccc([*:2])c([*:1])n1,22,2
c1c[n+]([*:1])ccc1[*:2],22,2
[O-]c1c(F)cc([*:1])cc1F,22,1
Cn1c([*:1])nn([*:2])c1=S,22,2
Cc1cc([*:1])cc([*:2])c1N,22,2
C[C@H]1C[NH+]=C([*:1])S1,22,1
Cc1nc([*:1])[nH]c(=O)c1C,22,1
CC(C)[C@@H](C)CC(=O)[*:1],22,1
C[C@H]1COC[C@H](C)N1[*:1],22,1
CC(C)S(=O)(=O)CC(=O)[*:1],22,1
c1cc2c(cc1[*:1])nnn2[*:2],22,2
CC1=C([*:1])[C@@H](C)N=N1,22,1
C1C[C@@]([*:1])([*:2])CS1,22,2
CC[C@@H](C)C[C@H](C)[*:1],22,1
Cc1cc2nc([*:1])[nH]c2cc1C,22,1
O=c1c(=O)n([*:2])ccn1[*:1],22,2
CC[C@@H](C)C[C@@H](C)[*:1],22,1
CC1(C)CCC([*:1])([*:2])CC1,22,2
N#C[C@@H](C(=O)[*:2])[*:1],22,2
Cc1ccc2ncc([*:1])c(=O)n2c1,22,1
Cc1oc2ccc([*:1])cc2c1[*:2],22,2
C(C[*:1])[C@H]([*:2])[*:3],22,3
Cc1c(C)c(C)c([*:1])c(C)c1C,22,1
Clc1ccc2c(c1)CC[C@@H]2[*:1],22,1
C1=C([*:1])CC[NH+]([*:2])C1,22,2
c1nc2nc([*:1])cc([*:2])n2n1,22,2
C1CC([*:1])([*:2])CC[NH2+]1,22,2
n1onc2nc([*:2])c([*:1])nc12,22,2
C1CC([*:1])([*:2])CCC1[*:3],22,3
O=c1cc([*:1])[nH]c(=O)[nH]1,22,1
C1C[C@H]([*:1])CCN([*:2])C1,22,2
Fc1ccc2c(c1)C[C@H]([*:1])O2,22,1
O=C1CC[C@@H]([*:2])CN1[*:1],22,2
c1cc([*:2])c2oc([*:1])cc2c1,22,2
Clc1cc(Cl)c([*:1])c([*:2])c1,22,2
c1ccc2nc([*:2])c([*:1])cc2c1,22,2
Cc1ccc([*:1])c2nc([*:2])sc12,22,2
c1cc2c([*:1])ccc([*:2])c2cn1,22,2
c1cc2c(cc1[*:1])OC1(CCCC1)O2,22,1
C1C[C@H]([*:2])[C@H]([*:1])O1,22,2
O=c1cc([*:1])nc2sc([*:2])nn12,22,2
CC(C)([C@H]([*:1])[*:2])[*:3],22,3
CC1(C)CC[C@H]([*:1])c2ccccc21,22,1
C[C@@H]1Oc2ccccc2O[C@@H]1[*:1],22,1
Cn1nc2c(cc1=O)C[NH+]([*:1])CC2,22,1
C[C@@H]1C[NH+](C)CC[C@@H]1[*:1],22,1
C[C@@H]1CC[NH+]([*:1])C[C@@H]1O,22,1
c1ccc2c(c1)CC[C@]21C[C@H]1[*:1],22,1
c1nn([*:2])c2c1[C@@H]([*:1])CCC2,22,2
CN1C(=O)C[C@@H]([*:1])[C@H]1[*:2],22,2
C1CN([*:1])Cc2sc([*:2])c([*:3])c21,22,3
c1cc2c3c(c1)[C@H]([*:1])C[C@H]3CCC2,22,1
C[C@@H]1CN([*:1])c2cc(F)ccc2C(=O)N1,22,1
O[C@@H]1C[C@@H]([*:1])[NH+]([*:2])C1,22,2
O=c1cccc2n1C[C@@H]1C[C@H]2CN([*:1])C1,22,1
BrCC[*:1],21,1
CC#CC[*:1],21,1
